id,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC_ratio,logFC_max_min,logFC_z_score
10960,0.553230196,7.496389045,4.128069747,4.39e-05,0.000234493,1.297341678,0.06677803926714061,0.06677803926714043,-0.08733675823659055
137868,-1.260345032,-3.841936673,-4.127749841,4.4e-05,0.000234745,1.296078802,0.15213083205791172,0.15213083205791159,0.8514706369561681
2931,0.515885334,6.437648407999999,4.127713671,4.4e-05,0.000234745,1.295936021,0.062270301477170185,0.06227030147717001,-0.13691800138569202
221477,-0.391548715,6.472267361,-4.127348884,4.4e-05,0.000235054,1.2944960970000001,0.04726216257593511,0.047262162575934935,-0.3019946359967985
5028,-1.604639273,2.162969267,-4.1268955830000005,4.41e-05,0.000235451,1.2927069409999998,0.19368911016923226,0.19368911016923213,1.3085759939891208
2677,0.5243776920000001,5.860919546,4.12652921,4.4200000000000004e-05,0.000235763,1.291261018,0.06329537751259798,0.0632953775125978,-0.125643045625855
54715,-1.312094186,-3.7521355180000002,-4.126149436,4.429999999999999e-05,0.000236068,1.289762334,0.15837725002793393,0.15837725002793376,0.9201758684076672
100506581,0.684952975,0.32676281,4.126121375,4.429999999999999e-05,0.000236068,1.289651603,0.08267772979747978,0.0826777297974796,0.08754617837392253
79830,0.579787597,3.3420848060000004,4.125849241,4.429999999999999e-05,0.000236287,1.28857778,0.06998366900252694,0.06998366900252675,-0.052077585063338684
6818,0.872207892,-3.055552405,4.125457859,4.44e-05,0.000236625,1.2870335240000002,0.10528046603784068,0.10528046603784051,0.33615685929280836
4000,-0.762579993,9.197306751000001,-4.125304883,4.44e-05,0.000236727,1.286429971,0.0920477535121561,0.09204775351215594,0.19060838956639345
126119,0.811166457,4.891226264,4.124924749,4.45e-05,0.000237055,1.284930278,0.09791241676499764,0.09791241676499747,0.25511464708955867
2892,-1.611601111,-1.5852959830000002,-4.124333524,4.46e-05,0.000237592,1.282598044,0.19452944371338224,0.1945294437133821,1.3178189410548415
1564,1.07117264,-0.296668958,4.124033301,4.47e-05,0.00023784099999999997,1.281413863,0.12929664565129173,0.12929664565129156,0.600314203044345
10166,0.764290224,2.091342086,4.123683853,4.47e-05,0.000238139,1.280035614,0.0922541881458757,0.09225418814587553,0.1928789931919238
9865,-1.360317217,1.279261908,-4.123537636,4.47e-05,0.000238235,1.27945896,0.16419804484532047,0.1641980448453203,0.9841996108276462
9179,0.561069548,4.6002141530000005,4.123396401,4.48e-05,0.000238327,1.2789019670000001,0.06772429375482034,0.06772429375482017,-0.07692877178738655
401463,-0.926606545,-3.551286816,-4.122644796,4.49e-05,0.000239027,1.2759381490000001,0.11184669364504371,0.11184669364504356,0.4083797220088788
8435,-1.045027368,-3.332949624,-4.1222252919999995,4.5e-05,0.00023939599999999998,1.274284124,0.12614076223623302,0.12614076223623286,0.565602196658262
105370431,2.30967837,-1.645941423,4.121756507,4.51e-05,0.00023981599999999998,1.2724359790000002,0.2787913494264968,0.2787913494264967,2.244627515560681
7546,2.680160103,0.269476189,4.121655286,4.51e-05,0.000239868,1.27203695,0.3235106071476215,0.32351060714762137,2.7365009327438403
200844,1.9600020809999998,1.086321053,4.121081406,4.52e-05,0.000240394,1.2697747940000002,0.23658342743224975,0.2365834274322496,1.7803766339163873
55049,0.819800018,5.032965336,4.120667411,4.5299999999999997e-05,0.00024076,1.268143063,0.09895453680768825,0.09895453680768808,0.26657707228699545
169026,-1.88797675,-2.949116235,-4.12051818,4.5299999999999997e-05,0.00024086,1.267554917,0.22788955928021778,0.22788955928021765,1.684751553036305
7844,-0.48376801700000005,4.862723658,-4.120216903,4.54e-05,0.000241113,1.266367592,0.05839355817702465,0.05839355817702448,-0.17955884722611232
22936,-1.017665364,5.404882897,-4.119830812,4.54e-05,0.00024145299999999998,1.264846133,0.12283801233076753,0.12283801233076737,0.52927478504885
93487,-0.45073666,6.286433065,-4.1194075969999995,4.55e-05,0.00024183,1.263178533,0.05440648503687208,0.0544064850368719,-0.22341322652363865
10336,0.712547831,6.200177376,4.116685835,4.6e-05,0.000244542,1.252457709,0.08600858626710584,0.08600858626710567,0.12418273804310655
4254,-1.478510189,3.769336558,-4.116493674,4.61e-05,0.000244688,1.251701046,0.17846461052156576,0.17846461052156562,1.1411195770400517
10542,0.492037227,6.100638576000001,4.11615075,4.61e-05,0.000244987,1.250350817,0.05939169897642568,0.05939169897642551,-0.1685801559228487
9878,-0.400473898,6.090586807999999,-4.115830147,4.6200000000000005e-05,0.00024526400000000003,1.249088567,0.04833948305690253,0.048339483056902346,-0.2901450362185686
724068,-0.058957552999999996,-4.617723784,-4.11474387,4.6399999999999996e-05,0.000246328,1.244812451,0.007116512832803731,0.007116512832803547,-0.7435622945508509
100126793,1.131674545,-0.15308649,4.114264991000001,4.6500000000000005e-05,0.00024676900000000004,1.24292768,0.13659957057664562,0.13659957057664546,0.6806401033727182
401409,1.335611505,-0.956063702,4.11421044,4.6500000000000005e-05,0.000246774,1.2427129909999999,0.1612159245308706,0.16121592453087047,0.9513988492705763
5498,0.818484124,4.41420728,4.113832081,4.66e-05,0.000247113,1.24122401,0.09879570089844335,0.09879570089844318,0.26483001373922405
81029,-2.007051483,2.7151047569999998,-4.113137466,4.6700000000000003e-05,0.000247779,1.2384907729999999,0.24226255853710993,0.24226255853710982,1.8428421972000817
80217,1.139812651,-0.6559159210000001,4.112970764,4.68e-05,0.000247894,1.237834881,0.13758188637566998,0.13758188637566982,0.6914447332668963
400941,1.123201967,-3.0938569830000002,4.112926879,4.68e-05,0.000247894,1.237662219,0.13557688210000665,0.13557688210000648,0.6693914087084365
155038,-1.12353834,2.7179821889999998,-4.112868164,4.68e-05,0.000247904,1.2374312109999999,0.13561748423916106,0.1356174842391609,0.6698379973583504
27166,0.531656211,5.51261701,4.111467832,4.71e-05,0.000249304,1.23192268,0.06417393625921532,0.06417393625921514,-0.1159796541717815
56964,1.212703626,-1.46210679,4.111218713,4.71e-05,0.000249511,1.230942898,0.14638024269454697,0.14638024269454683,0.7882190942178104
8193,1.3976696180000001,-0.30075747,4.110920838999999,4.72e-05,0.00024977,1.229771428,0.16870669263557952,0.16870669263557939,1.033790863198153
5213,-0.757185725,5.479173846,-4.109982951,4.73e-05,0.00025069599999999996,1.226083453,0.09139663460554914,0.09139663460554898,0.18344664096174157
705,0.619627984,4.991163226,4.109036237,4.7499999999999996e-05,0.000251635,1.222361558,0.07479263088989302,0.07479263088989285,0.0008168643792994693
126,-2.943755415,0.22206801,-4.108975705,4.7499999999999996e-05,0.000251647,1.222123611,0.35532806437002185,0.3553280643700218,3.086465628214807
55166,0.646352815,2.8150272480000003,4.108144663,4.77e-05,0.000252468,1.218857168,0.07801847038099284,0.07801847038099267,0.03629832750345416
284825,-1.820098231,-2.7842113019999997,-4.107581926,4.7799999999999996e-05,0.000253008,1.216645653,0.21969623498239269,0.21969623498239255,1.5946320245415981
92979,0.749820907,4.400535168,4.107364952,4.79e-05,0.000253185,1.215793036,0.09050765907754064,0.09050765907754048,0.17366867386129067
79586,0.89793016,7.071893012,4.107026548,4.79e-05,0.00025346,1.2144633329999999,0.1083852904580607,0.10838529045806054,0.37030726059980346
84808,1.669130934,2.6959353189999997,4.107005469,4.79e-05,0.00025346,1.2143805090000002,0.20147362139403374,0.2014736213940336,1.3941989298867128
414765,0.6853462220000001,-0.981790375,4.106746208,4.8e-05,0.00025368099999999996,1.2133618590000002,0.08272519695273912,0.08272519695273896,0.0880682763033421
91584,-1.973273332,-0.340595566,-4.1060234730000005,4.8100000000000004e-05,0.000254394,1.210522511,0.23818534310281464,0.2381853431028145,1.7979963301070916
100652759,-0.8305152929999999,-3.9651054169999997,-4.103707191,4.8599999999999995e-05,0.000256806,1.201425835,0.10024793160045585,0.10024793160045568,0.2808033038683167
29889,0.48503012,6.286615072999999,4.103413084,4.8700000000000005e-05,0.000257067,1.200271136,0.05854590120584438,0.05854590120584421,-0.17788320478506625
908,0.5941417489999999,7.779415447000001,4.1031167360000005,4.8700000000000005e-05,0.000257332,1.1991077140000002,0.07171629699867213,0.07171629699867196,-0.03302016558455853
162494,-1.899182346,-0.594062266,-4.102612014,4.88e-05,0.00025782,1.197126425,0.22924213861357673,0.2292421386135766,1.6996287637194398
401577,0.816194187,2.349472826,4.102496044,4.88e-05,0.000257891,1.1966712179999999,0.0985192924449444,0.09851929244494423,0.2617897582097452
100506211,1.422690099,2.870756877,4.102303302,4.8899999999999996e-05,0.000258045,1.195914687,0.17172680736319418,0.17172680736319404,1.0670095306595153
220972,-0.588743482,4.686349065,-4.10019655,4.93e-05,0.000260263,1.187647631,0.07106469538996221,0.07106469538996205,-0.04018722349765956
51451,0.545933307,5.128531082,4.099718417,4.94e-05,0.000260727,1.185771947,0.06589726315677448,0.06589726315677431,-0.09702453878699145
3954,0.565336425,6.037042043,4.099208095,4.95e-05,0.000261227,1.183770209,0.06823933013915764,0.06823933013915748,-0.07126381402092562
10163,-0.747916995,6.951906736000001,-4.098564007,4.970000000000001e-05,0.000261874,1.1812441059999998,0.09027784604271999,0.09027784604271982,0.17114092790773766
54897,-1.097353229,4.151834035,-4.097943645,4.98e-05,0.000262497,1.1788114029999999,0.1324567920296338,0.13245679202963365,0.6350730983642876
7319,0.468121202,6.266597653,4.0973856280000005,4.99e-05,0.000263052,1.1766234709999999,0.05650489838580153,0.056504898385801354,-0.20033248240580612
79874,0.728207189,5.46429094,4.094571618,5.05e-05,0.000266091,1.165594201,0.08789876006995122,0.08789876006995105,0.14497302604997697
55422,-1.110635437,4.419137513,-4.092813445,5.0900000000000004e-05,0.000267987,1.158706753,0.1340600302725773,0.13406003027257712,0.6527073417149509
55567,1.353218622,0.471664845,4.092672073999999,5.0900000000000004e-05,0.000268089,1.158153068,0.16334120395145948,0.16334120395145932,0.9747750970963597
1875,0.9211751579999999,3.093974409,4.092502135,5.0900000000000004e-05,0.000268223,1.157487515,0.11119109426347808,0.11119109426347791,0.40116869202880096
653390,-1.148686857,-0.7807153029999999,-4.092249579,5.1e-05,0.00026845,1.156498449,0.13865305364205813,0.13865305364205796,0.703226652970903
716,-1.851451411,7.174602813,-4.091937576,5.1e-05,0.000268743,1.155276655,0.22348074258940284,0.2234807425894027,1.6362583569960478
56100,-1.2070538370000001,0.08639593300000001,-4.091744541000001,5.11e-05,0.00026890299999999997,1.154520775,0.1456982809462171,0.14569828094621695,0.780718100850902
10434,0.718339493,6.618661161,4.09167427,5.11e-05,0.000268926,1.154245623,0.08670767289551902,0.08670767289551885,0.1318720903791632
80774,1.142050155,4.84224723,4.090145623,5.14e-05,0.00027058299999999997,1.148261079,0.1378519658670873,0.13785196586708715,0.6944153756506085
65991,-0.503523935,5.634602102000001,-4.08953393,5.16e-05,0.000271215,1.1458669240000001,0.06077821013113167,0.060778210131131494,-0.15332972435529518
50512,1.792825065,4.836116803,4.089396942,5.16e-05,0.00027131400000000004,1.145330803,0.21640420833009613,0.216404208330096,1.5584225595048333
4841,0.462581735,8.499610966,4.088308518,5.18e-05,0.000272486,1.1410716840000001,0.05583625313194587,0.0558362531319457,-0.20768700577353005
729991,0.563498425,3.892455332,4.087316077,5.2000000000000004e-05,0.000273526,1.1371890690000002,0.06801747305857811,0.06801747305857794,-0.0737040513126861
9381,1.933992514,-0.049390843,4.087291897,5.2000000000000004e-05,0.000273526,1.137094485,0.2334439243845034,0.23344392438450326,1.7458447974985736
23090,-1.473571322,1.9771773959999999,-4.08713479,5.21e-05,0.000273648,1.136479933,0.1778684611124305,0.17786846111243035,1.1345624456839878
160,0.44004527200000004,7.070974571,4.086886703,5.21e-05,0.000273874,1.135509551,0.05311597354121208,0.053115973541211906,-0.2376077443137803
4142,-0.648790065,-4.175988997,-4.08622966,5.2300000000000004e-05,0.000274565,1.132939804,0.07831266035359485,0.07831266035359469,0.0395341644671883
4931,0.437687528,4.525638658,4.0860780619999995,5.2300000000000004e-05,0.00027462900000000003,1.132346947,0.052831380396166416,0.05283138039616624,-0.24073802441890796
101929387,-0.995248665,-3.105013576,-4.086075171,5.2300000000000004e-05,0.00027462900000000003,1.132335643,0.12013218893774784,0.12013218893774767,0.4995130522643181
5256,0.679104156,5.055462624,4.085520411,5.24e-05,0.000275205,1.130166309,0.08197174399324794,0.08197174399324776,0.0797809410308555
100652770,1.171713092,-1.4076901000000002,4.0854478169999995,5.24e-05,0.00027523099999999997,1.129882456,0.14143245150595277,0.1414324515059526,0.7337976417281612
9899,-1.9503161880000002,-1.3658735730000002,-4.085375881,5.24e-05,0.000275257,1.129601183,0.2354142849165883,0.23541428491658817,1.7675170706396732
101929733,-0.651150928,-4.26822123,-4.08472356,5.2600000000000005e-05,0.000275946,1.127050776,0.07859762997972555,0.07859762997972539,0.04266858554082124
2288,0.668101553,7.6764269270000005,4.084282212,5.27e-05,0.00027635400000000003,1.1253254320000001,0.08064366707248861,0.08064366707248843,0.06517323583660325
23109,1.577724076,-1.211390865,4.084268813,5.27e-05,0.00027635400000000003,1.125273057,0.19044029241643406,0.19044029241643393,1.2728417897266182
5587,-1.370927016,2.528738712,-4.084170695,5.27e-05,0.00027641,1.1248895140000001,0.16547870808344653,0.16547870808344636,0.998285806245428
3384,-1.119500758,2.420579362,-4.08391824,5.28e-05,0.000276643,1.123902704,0.1351301250688017,0.13513012506880154,0.6644774651685021
80095,0.927239273,3.3056789739999997,4.081500354,5.3299999999999995e-05,0.000279372,1.114454408,0.11192306752256327,0.1119230675225631,0.40921976904976076
668,2.373130786,-0.8356397440000001,4.081081147,5.3400000000000004e-05,0.000279801,1.1128168170000001,0.28645041785385167,0.28645041785385156,2.3288706884526826
100506033,0.560577215,3.902707494,4.08008059,5.36e-05,0.000280906,1.108908858,0.06766486635435627,0.0676648663543561,-0.0775824221391625
100287932,0.48980911200000005,5.8543623270000005,4.079861232,5.3700000000000004e-05,0.000281104,1.108052211,0.059122752790845993,0.05912275279084582,-0.17153833291595577
221061,-1.526179771,2.9265219539999996,-4.07946364,5.379999999999999e-05,0.000281509,1.106499628,0.1842186008887947,0.18421860088879455,1.204408527899156
28974,0.662630625,6.521932447999999,4.079379661,5.379999999999999e-05,0.00028155,1.1061717070000001,0.07998329486675367,0.0799832948667535,0.057909708890936024
55876,1.4375940930000002,5.053919057,4.07897779,5.39e-05,0.00028194900000000003,1.104602586,0.17352580442402932,0.17352580442402915,1.0867969528330599
8462,-0.8921867929999999,4.057754003,-4.07893943,5.39e-05,0.00028194900000000003,1.104452817,0.10769203331153357,0.1076920333115334,0.36268202755645923
5996,-1.8230007609999999,4.713487995,-4.0781528510000005,5.4000000000000005e-05,0.000282787,1.101382028,0.22004658690409806,0.22004658690409792,1.5984855946974483
8341,1.312672625,0.34009642799999995,4.078075258999999,5.41e-05,0.000282787,1.101079138,0.15844707091358864,0.15844707091358848,0.9209438381676285
172,0.619544254,3.824594957,4.07807508,5.41e-05,0.000282787,1.101078442,0.07478252420145073,0.07478252420145057,0.0007056994889627017
120406,-0.637770162,-4.161143003,-4.0775704280000005,5.42e-05,0.000283321,1.09910861,0.07698249522418807,0.0769824952241879,0.02490349077176768
1186,0.438291672,5.740281924,4.077305887,5.42e-05,0.000283573,1.09807611,0.052904304021895276,0.0529043040218951,-0.23993592718365583
130916,-0.435610028,4.078336296,-4.0771424089999995,5.429999999999999e-05,0.000283708,1.097438087,0.05258061429991833,0.05258061429991815,-0.24349623604765244
8382,-1.733914021,-1.202027728,-4.076324815,5.45e-05,0.000284611,1.094247525,0.2092933093987944,0.20929330939879426,1.4802087801439288
641515,1.1757539940000001,-2.881037342,4.074952714,5.479999999999999e-05,0.000286141,1.088894405,0.1419202114192433,0.14192021141924316,0.7391625817459793
80709,-0.820541317,4.782348682,-4.074931295,5.479999999999999e-05,0.000286141,1.088810853,0.09904401582399755,0.0990440158239974,0.26756126459610574
5734,-1.407621847,3.5673219730000003,-4.074828506,5.479999999999999e-05,0.000286205,1.0884098999999998,0.16990798342513283,0.16990798342513266,1.047004029869502
388327,0.810028882,1.6417099069999999,4.074314536,5.489999999999999e-05,0.000286756,1.086405184,0.09777510497585712,0.09777510497585695,0.2536043353718359
79647,-0.589363792,5.695394532999999,-4.074064342,5.5e-05,0.000286994,1.085429395,0.07113957034407227,0.0711395703440721,-0.039363663326575864
100533107,0.834831331,1.452479809,4.0730492510000005,5.520000000000001e-05,0.000288143,1.081470987,0.1007689019978173,0.10076890199781713,0.28653353068020754
100505832,-1.466687245,-3.349736095,-4.071561904,5.550000000000001e-05,0.000289862,1.075672635,0.17703751376438656,0.17703751376438642,1.1254227387118712
79161,0.5657259920000001,4.260030679,4.071405897,5.56e-05,0.00028999,1.075064564,0.06828635309743303,0.06828635309743285,-0.07074660187672577
100423020,0.7374035390000001,-3.4404369010000004,4.070632381,5.5799999999999994e-05,0.00029086,1.072049928,0.08900881195405766,0.08900881195405748,0.15718264314360134
148534,-1.6053856640000002,2.7211393310000003,-4.070481172,5.5799999999999994e-05,0.000290983,1.071460681,0.19377920381897704,0.1937792038189769,1.3095669467379971
83468,-1.511683259,2.493575365,-4.0700248310000005,5.59e-05,0.000291473,1.069682488,0.18246878922888926,0.1824687892288891,1.1851621028812815
105372840,1.87966023,-0.9840617509999999,4.068987513,5.610000000000001e-05,0.00029266599999999997,1.0656411270000001,0.22688570789404733,0.2268857078940472,1.6737100501844708
53,0.627106583,5.58225633,4.0674912139999995,5.65e-05,0.000294421,1.059813267,0.07569534043339958,0.0756953404333994,0.010745893851509833
8089,0.8765436259999999,4.218689544,4.067418216,5.65e-05,0.00029445,1.059529004,0.10580381385471195,0.10580381385471178,0.3419132356768962
112616,1.098788047,5.309031273,4.067240613,5.65e-05,0.000294607,1.0588374090000001,0.13262998274380297,0.13262998274380283,0.6369780474341945
93343,0.585029942,5.320765038,4.067186233999999,5.660000000000001e-05,0.000294613,1.058625659,0.07061644993674386,0.0706164499367437,-0.045117538401056846
100287902,0.94279215,-2.231417519,4.066584427,5.67e-05,0.00029528599999999996,1.056282436,0.11380038846153641,0.11380038846153624,0.42986868659576943
6809,0.8004363459999999,5.626168217999999,4.066119079,5.68e-05,0.000295795,1.054470752,0.09661723118243268,0.09661723118243251,0.2408687183589115
25911,0.7011030309999999,4.028429061000001,4.064788202,5.7100000000000006e-05,0.000297364,1.049290473,0.08462713364696618,0.08462713364696602,0.10898794601005958
285203,-0.7170216079999999,4.811325428,-4.062608571,5.7600000000000004e-05,0.000299991,1.040809913,0.0865485966612211,0.08654859666122093,0.13012238846226878
145781,-1.7101098419999998,-0.419121578,-4.062144276000001,5.7700000000000007e-05,0.00030050599999999997,1.039003966,0.20642000925813458,0.20642000925813445,1.4486049470125135
58506,0.502734538,6.7957289439999995,4.061883563,5.7799999999999995e-05,0.000300768,1.037989968,0.060682925411959604,0.06068292541195943,-0.15437777440828968
389084,1.107948401,0.46420650799999996,4.061542897,5.79e-05,0.00030113,1.036665097,0.13373568970545427,0.13373568970545413,0.6491398741134804
102724814,1.00891277,1.117042217,4.061197408,5.7999999999999994e-05,0.000301499,1.035321572,0.1217815243262311,0.12178152432623095,0.5176543246144436
51435,-1.738513635,4.380703052,-4.06107663,5.7999999999999994e-05,0.000301588,1.034851922,0.20984850903635302,0.20984850903635288,1.4863154991920808
3423,-0.668130945,6.231237977999999,-4.060267282,5.8200000000000005e-05,0.000302536,1.031705063,0.08064721485448666,0.08064721485448649,0.06521225839072708
101928228,-1.256963881,-2.923729845,-4.05984809,5.8299999999999994e-05,0.000302952,1.0300754109999999,0.15172270785233033,0.1517227078523302,0.8469816213091204
1852,2.414819554,1.577040895,4.05983616,5.8299999999999994e-05,0.000302952,1.030029035,0.2914824898676915,0.2914824898676914,2.384219157615442
8665,-0.520604532,7.215535052999999,-4.059227551,5.8399999999999997e-05,0.000303652,1.0276632909999999,0.06283993558541653,0.06283993558541635,-0.13065251556044644
133619,0.510513875,6.055555995,4.0581936469999995,5.870000000000001e-05,0.000304887,1.023645126,0.061621935746923893,0.06162193574692372,-0.14404946741559543
997,0.6318661489999999,6.040601688,4.058065336,5.870000000000001e-05,0.000304987,1.0231465240000002,0.07626984718943092,0.07626984718943075,0.01706497461636025
64780,-0.8617667520000001,5.592643226,-4.057758432,5.88e-05,0.000305312,1.021953987,0.1040201609027361,0.10402016090273593,0.32229458551887374
989,-0.45636386100000004,7.116087317000001,-4.0574995760000006,5.8899999999999995e-05,0.000305576,1.020948219,0.055085720284801486,0.05508572028480131,-0.2159422223188335
9123,1.223371612,6.89712398,4.055734333999999,5.93e-05,0.000307745,1.014091054,0.14766792943536491,0.14766792943536478,0.8023825421314006
23536,0.524020821,4.35139925,4.055562277,5.93e-05,0.00030790099999999996,1.013422842,0.06325230114796059,0.06325230114796042,-0.12611684863050568
83723,1.468852751,-2.198254305,4.055216887,5.94e-05,0.000308278,1.012081535,0.1772989026866594,0.17729890268665927,1.1282977923009523
552,-1.639047269,1.3429543819999998,-4.054800857,5.9499999999999996e-05,0.000308722,1.010466039,0.19784235148650775,0.1978423514865076,1.3542580804820181
7709,0.45329774899999997,5.092957903,4.054769562,5.9499999999999996e-05,0.000308722,1.010344521,0.0547156230829245,0.054715623082924325,-0.22001297359365093
57224,0.7974595879999999,4.268118317,4.054234312,5.9699999999999994e-05,0.000309341,1.008266322,0.09625791951786697,0.0962579195178668,0.23691659872879928
5701,0.409925895,6.568144881,4.053610764,5.98e-05,0.000310074,1.005845614,0.049480392991650364,0.04948039299165019,-0.27759600707765014
84524,0.5969878829999999,3.5359785,4.052334793,6.01e-05,0.000311645,1.00089317,0.07205984160159823,0.07205984160159805,-0.029241470087198684
391712,-1.060506793,-3.209402003,-4.051441215,6.0299999999999995e-05,0.000312731,0.9974257740000001,0.12800921709997073,0.12800921709997057,0.586153594993414
11197,-2.241690851,-2.920025772,-4.051038281,6.04e-05,0.000313187,0.99586248,0.2705848682071357,0.27058486820713556,2.154363272232023
63929,0.530520146,4.227338073,4.0507607089999995,6.05e-05,0.000313482,0.994785644,0.06403680673568506,0.06403680673568489,-0.11748796112437346
4793,0.687594887,5.243024514,4.050626707,6.05e-05,0.000313592,0.9942658120000001,0.08299662364049831,0.08299662364049813,0.09105373668945556
53407,0.40147877,4.748943893,4.05056961,6.0599999999999996e-05,0.000313602,0.99404432,0.048460776837248615,0.04846077683724844,-0.2888109088367155
10241,-0.463701122,6.559080109,-4.049255215,6.0899999999999996e-05,0.00031524,0.988946312,0.055971369525775416,0.055971369525775236,-0.20620084151819165
8986,0.727633089,6.031889312000001,4.0486435069999995,6.1e-05,0.00031597099999999996,0.986574263,0.0878294629263382,0.08782946292633803,0.14421081700253424
55676,0.42780451799999997,5.121380621,4.048563139,6.11e-05,0.000316012,0.9862626409999999,0.051638444734611266,0.05163844473461109,-0.2538592918600623
202309,-1.484506906,-1.033728707,-4.048289572,6.11e-05,0.000316304,0.985201944,0.1791884484577364,0.17918844845773627,1.1490811724979049
5892,0.520275893,3.889524308,4.0480923639999995,6.12e-05,0.000316497,0.984437358,0.06280026698416268,0.0628002669841625,-0.13108883609544475
27349,0.57114948,4.064720981000001,4.047972364,6.12e-05,0.00031659,0.9839721229999999,0.06894099902465725,0.06894099902465707,-0.06354605907530289
81553,-1.3509517030000002,3.263056549,-4.0479059610000006,6.12e-05,0.000316613,0.983714691,0.163067573901813,0.16306757390181284,0.9717654016223664
55556,0.74155842,5.287197991,4.047304706,6.14e-05,0.000317333,0.981383895,0.08951032978257527,0.0895103297825751,0.16269890840966603
90624,-0.607220587,3.6798102310000003,-4.046644095,6.15e-05,0.000318133,0.9788233709999999,0.07329498732296633,0.07329498732296615,-0.01565592825023091
3976,-1.567216295,3.538166328,-4.045907816000001,6.17e-05,0.000319033,0.975970014,0.1891719433326315,0.18917194333263135,1.2588910394274604
57048,0.8488869170000001,0.287835764,4.045435546,6.19e-05,0.000319589,0.974140045,0.10246549137528989,0.10246549137528972,0.30519455631391085
9840,-1.4826214659999999,0.236597931,-4.045163138,6.19e-05,0.000319883,0.9730846009999999,0.17896086509864614,0.178960865098646,1.1465779510618999
388830,-0.474194389,-4.382589449,-4.044653209,6.21e-05,0.000320466,0.9711090529999999,0.05723796668701675,0.05723796668701658,-0.1922693608621528
9783,-1.292149489,1.443368821,-4.044623089,6.21e-05,0.000320466,0.970992372,0.15596981137207788,0.15596981137207772,0.8936961113933782
253461,-0.731661131,5.6414863760000005,-4.0438159339999995,6.23e-05,0.00032146599999999996,0.967865819,0.0883156705642989,0.08831567056429872,0.149558683325264
84529,-0.717932318,3.74356629,-4.042746623999999,6.25e-05,0.000322818,0.963724685,0.08665852455123993,0.08665852455123976,0.1313315008148147
101928093,-0.668718531,-3.9296016060000003,-4.0416804619999995,6.28e-05,0.00032417,0.959596753,0.08071813983519906,0.08071813983519889,0.06599237224780886
55037,0.489118049,6.022320392,4.040740523999999,6.31e-05,0.000325359,0.955958368,0.05903933754619064,0.05903933754619046,-0.1724558289461821
55163,0.647926905,4.346799143,4.040510929,6.31e-05,0.00032560099999999996,0.955069755,0.078208472019714,0.07820847201971382,0.03838818230137986
51439,-0.593183307,4.8097354480000005,-4.04040051,6.31e-05,0.000325683,0.9546424090000001,0.07160060758407757,0.07160060758407741,-0.03429264975778452
6633,0.627276913,7.575785363,4.0402069769999995,6.32e-05,0.000325877,0.953893423,0.07571590023564936,0.0757159002356492,0.0109720340135912
23184,0.402137829,6.047858816000001,4.039931312,6.330000000000001e-05,0.000326181,0.952826635,0.04854032901661188,0.0485403290166117,-0.2879359032059917
9403,0.41247628299999994,7.227038942,4.039414621000001,6.34e-05,0.000326808,0.9508272940000001,0.049788239365983915,0.04978823936598374,-0.2742099614269111
80350,-1.199525881,-1.235236145,-4.039081987,6.35e-05,0.000327142,0.94954029,0.14478961373136875,0.14478961373136862,0.7707235421120923
5067,-2.460960264,0.334629122,-4.0390683460000005,6.35e-05,0.000327142,0.949487511,0.2970519366666398,0.2970519366666397,2.4454782877625068
644186,1.115283829,-1.9507149369999999,4.03894974,6.35e-05,0.000327236,0.949028635,0.13462111769287613,0.134621117692876,0.6588788213151255
407977,-0.7423439059999999,-3.824424265,-4.038637506000001,6.36e-05,0.00032759,0.947820683,0.08960514242174614,0.08960514242174597,0.16374176598820542
79042,0.554151434,6.103936652000001,4.03781852,6.38e-05,0.000328628,0.94465266,0.06688923794679182,0.06688923794679165,-0.08611366828980774
4329,-0.7253913879999999,4.232845922,-4.037307949,6.4e-05,0.000329252,0.942677955,0.08755887683308888,0.08755887683308872,0.1412346024338852
11340,0.508779883,4.645624797,4.036732918,6.409999999999999e-05,0.00032996400000000003,0.94045422,0.06141263302501515,0.06141263302501498,-0.1463516175472681
56339,0.556735739,5.189609402,4.036361115,6.42e-05,0.000330402,0.939016553,0.06720117829642572,0.06720117829642554,-0.08268259242784749
4036,1.887541774,-1.4184647680000002,4.035883867,6.43e-05,0.000330983,0.93717134,0.2278370551967128,0.22783705519671266,1.6841740532233451
26165,-0.182063165,-4.584359528999999,-4.035507638,6.440000000000001e-05,0.00033142800000000004,0.935716845,0.02197606216973359,0.021976062169733412,-0.5801200174956848
64772,1.025657856,5.560546477999999,4.03474508,6.459999999999998e-05,0.00033240099999999996,0.9327691990000001,0.12380275168967685,0.12380275168967668,0.5398860892014601
55813,0.48497697,5.661969308,4.034498479,6.47e-05,0.000332671,0.931816078,0.0585394856977743,0.058539485697774125,-0.1779537698623552
100033421,-0.244291763,-4.572372723,-4.03414356,6.48e-05,0.000333089,0.9304443990000001,0.029487408786076107,0.02948740878607593,-0.4975016576188778
1018,1.032632537,-0.175247375,4.032450386,6.52e-05,0.00033534300000000005,0.923902227,0.12464463545715973,0.12464463545715958,0.5491460873920657
11167,-1.1403953359999999,7.569506791,-4.032261938,6.53e-05,0.000335535,0.9231742490000001,0.13765221977773606,0.1376522197777359,0.6922183402670863
