Entrez.Gene,adj.P.Val,P.Value,logFC,ID,logFC_max_min
125704,0.948225,0.8640000000000001,-0.0249775,8023864,0.003798449464777789
125488,0.028636,0.0007740000000000001,-1.2579725,8020630,0.1916444014480803
125476,0.045776,0.00186,-1.245115,8022902,0.18968557004355285
125336,0.878592,0.715,-0.057865,8023080,0.00880883778415529
125228,0.375146,0.109,1.1050425,8022404,0.1683456196713444
125206,0.942241,0.8490000000000001,-0.0378075,8005529,0.0057530912629568335
125170,0.977503,0.9359999999999999,0.014032499999999998,8005435,0.002130986138116086
125144,0.9324879999999999,0.826,0.0271,8005191,0.0041218109002130986
125115,0.366222,0.10400000000000001,-0.2428775,8015152,0.03699536667625198
125113,0.53783,0.235,0.19251500000000002,8015049,0.029322673959120873
125111,0.229409,0.042,-0.5227875,8014969,0.07963946533005528
125061,0.5896399999999999,0.289,0.1326375,8010248,0.02020037744544466
125058,0.239175,0.0454,0.3954,8019031,0.06023206610437071
124997,0.501627,0.201,-0.2655175,8003639,0.04044455532089528
124995,0.17234100000000002,0.0238,0.42861000000000005,8016366,0.06529158708001577
124989,0.8498120000000001,0.6629999999999999,-0.1606125,8007949,0.024462349721676834
124976,0.882806,0.723,0.079135,8003875,0.012049307857987579
124975,0.694485,0.41600000000000004,-0.102285,8011671,0.015576194656728413
124961,0.8639399999999999,0.687,-0.053739999999999996,8004081,0.008180396831895854
124936,0.20369500000000001,0.0331,-0.63948,8003850,0.09741748855951814
124935,0.45054799999999995,0.159,-0.199905,8011093,0.03044853544692626
124930,0.618804,0.32299999999999995,0.29078000000000004,8006063,0.044293280061853825
124925,0.981282,0.946,0.0100725,8013833,0.001527682823947028
124912,0.643541,0.354,-0.22182249999999998,8006423,0.03378765170659806
124872,0.46090600000000004,0.168,-0.25419749999999997,8008172,0.038719960998573624
124871,0.926062,0.812,-0.035505,8008195,0.005402306949604749
124857,0.967347,0.909,-0.0282125,8008511,0.004291299520670947
124817,0.678559,0.397,0.1173225,8007388,0.017867147582692356
124808,0.104067,0.00894,0.518915,8016088,0.07904949258154022
124801,0.19554000000000002,0.0305,0.534655,8015908,0.08144747090604046
124790,0.492141,0.19399999999999998,0.1894125,8007750,0.028850010188360895
124783,0.9491809999999999,0.866,0.0286175,8016187,0.0043530009959836915
124773,0.754798,0.502,-0.0973725,8008914,0.014827778613583085
124751,0.565439,0.264,0.1601725,8012466,0.024395316020102493
124739,0.730709,0.466,0.14499,8004905,0.022082272442483373
124637,0.756469,0.504,0.22674499999999997,8004694,0.034537591242960984
124626,0.945816,0.857,0.0374525,8006958,0.005699007253732082
124602,0.9970100000000001,0.991,0.0015075,8009602,0.00022281088307379992
124599,0.9492799999999999,0.866,-0.0455,8018169,0.0069250384205945805
124590,0.760998,0.51,0.10491500000000001,8018258,0.015976873372956852
124583,0.61431,0.317,0.36463,8018982,0.05554427747381972
124565,0.313303,0.0754,-0.300095,8019149,0.04571241399404695
124540,0.19991199999999998,0.0317,1.2073274999999999,8008682,0.183928670047552
124538,0.636687,0.345,-0.128355,8008718,0.019547941475008046
124535,0.9781860000000001,0.938,-0.0191525,8017010,0.002911014665526586
124512,0.33273,0.0845,0.2803275,8010086,0.04270084877615885
124491,0.9287120000000001,0.818,-0.10815999999999999,8002878,0.016471246922067608
124460,0.9962129999999999,0.987,-0.0024725000000000003,8001373,0.000369827978572068
124454,0.7103470000000001,0.43700000000000006,0.183275,8000310,0.027914966226059733
124446,0.44734700000000005,0.157,-0.2536225,7994683,0.0386323601385617
124411,0.723748,0.455,0.2605025,7995252,0.039680523472269566
124404,0.557241,0.256,-0.24339499999999997,7999206,0.03707420745026271
124402,0.9619629999999999,0.8959999999999999,0.02785,7999173,0.004236072891532996
124401,0.8958510000000001,0.752,0.056357500000000005,7999177,0.008579171181602296
124359,0.8435379999999999,0.65,-0.33821999999999997,8002975,0.05152073188614173
124274,0.503254,0.203,-0.29461750000000003,7999916,0.0448779205841073
124245,0.830177,0.628,0.13605,7997779,0.020720269505950194
124222,0.8265680000000001,0.622,0.06410249999999999,7992775,0.009759116678632435
124221,0.476494,0.18100000000000002,-0.2686175,7998872,0.040916838218350855
124220,0.597813,0.3,-0.154085,7992732,0.023467889523889326
124152,0.860619,0.6809999999999999,0.16147,7993713,0.024592989265085918
124149,0.797205,0.5710000000000001,0.1668575,8001113,0.025413771236067178
124093,0.9059999999999999,0.7709999999999999,0.0820675,7998307,0.01249607224404838
124056,0.478479,0.183,-0.1871375,7998668,0.028503415481357208
124045,0.835735,0.637,0.0855125,7997976,0.013020915657511107
124044,0.7839659999999999,0.5479999999999999,-0.0855725,8003478,0.013030056616816698
123970,0.533438,0.23,-0.207355,7995442,0.03158353789403724
123920,0.645103,0.35600000000000004,0.49916499999999997,7996318,0.07604059347678291
123904,0.6276689999999999,0.33299999999999996,-0.23146750000000002,7996715,0.035257060914971945
123879,0.293232,0.0664,-0.6345725,8000028,0.09666983426298159
123876,0.563087,0.261,0.278225,7993754,0.04238053432715874
123872,0.8979459999999999,0.7559999999999999,-0.0678925,7997556,0.010336520608102317
123811,0.541388,0.239,0.435925,7999718,0.06640602236868917
123803,0.047329,0.00199,-0.5805225,7999598,0.088435353421861
123775,0.406909,0.13,0.2981225,8002992,0.045411904956875616
123745,0.932838,0.826,-0.04387,7987780,0.0066767090261260036
123722,0.743704,0.486,0.1594425,7991019,0.02428410101521779
123720,0.964959,0.904,-0.033694999999999996,7985482,0.005126554677219395
123688,0.308618,0.073,0.574095,7985192,0.08745612815624948
123624,0.9796950000000001,0.941,0.012427500000000001,7985741,0.001886465476691506
123606,0.043522000000000005,0.00168,1.1601549999999998,7986675,0.17674197166683486
123591,0.8845540000000001,0.727,0.08123,7985066,0.012368479687074493
123355,0.763846,0.515,-0.10540250000000001,7986394,0.016051143667314787
123346,0.9393870000000001,0.8420000000000001,0.031695,7990227,0.00482185603369967
123283,0.082649,0.00579,0.57035,7991640,0.08688557994625878
123264,0.7404310000000001,0.48100000000000004,0.494295,7984245,0.07529865227981238
123263,0.33831100000000003,0.0877,0.223465,7989708,0.03403788546758864
123228,0.983434,0.9520000000000001,-0.013757499999999999,7984626,0.002089090074632124
123207,0.149085,0.0177,0.45957,7991049,0.07000832208170113
123169,0.257307,0.0523,0.566125,7988838,0.08624190406182336
123103,0.923787,0.8079999999999999,-0.0431575,7977567,0.006568160134372102
123099,0.608843,0.312,-0.203355,7981278,0.03097414060699779
123096,0.99613,0.987,-0.003105,7981283,0.0004661889245851814
123041,0.863698,0.687,-0.0715025,7976263,0.010886501659655424
123036,0.797205,0.5710000000000001,0.1853075,7980891,0.028224616222536657
123016,0.109455,0.00971,-0.473155,7976128,0.07207798761780887
122970,0.999503,0.998,-0.0006175,7975607,8.721998670752167e-05
122961,0.966742,0.9079999999999999,-0.039595,7975705,0.006025415675602589
122953,0.8938659999999999,0.747,-0.040415,7975787,0.006150342119445676
122945,0.709769,0.436,0.1790525,7980390,0.02727167121492871
122876,0.632822,0.33899999999999997,-0.1517,7979548,0.023104536391492052
122830,0.874549,0.706,0.17017000000000002,7974576,0.02591842836439673
122809,0.8664459999999999,0.6920000000000001,0.216205,7974447,0.03293182939161203
122786,0.088688,0.00659,-0.8985549999999999,7974316,0.13688738909445466
122773,0.387546,0.11699999999999999,-0.2827575,7974214,0.04307105762803532
122769,0.580717,0.28,0.7112324999999999,7974198,0.1083489332690927
122748,0.27304,0.058,-0.387535,7973030,0.05903383868872939
122742,0.642524,0.35200000000000004,-0.16510750000000002,7973022,0.02514715992298742
122740,0.9879389999999999,0.966,0.0137275,7977476,0.0020845195949793283
122706,0.784445,0.5489999999999999,0.14263499999999998,7973369,0.02172348978973889
122704,0.594512,0.294,-0.13710999999999998,7973327,0.020881759787015647
122665,0.785326,0.55,0.094925,7973156,0.014454903648575818
122664,0.542769,0.24100000000000002,-0.217165,7973142,0.033078084740501494
122622,0.789466,0.557,0.200845,7977273,0.03059174380938053
122618,0.726454,0.46,-0.189485,7977319,0.028861055514188484
122616,0.9173469999999999,0.7959999999999999,-0.0760425,7977331,0.011578167580445203
122553,0.37711,0.111,-0.3764825,7978739,0.0573499978099785
122525,0.981678,0.9470000000000001,-0.010942499999999999,7974117,0.001660226733878109
122509,0.125864,0.0128,-0.5344675,7976436,0.08141890540821049
122481,0.787114,0.5529999999999999,0.1293175,7976578,0.019694577697201916
122416,0.925154,0.8109999999999999,0.031164999999999998,7981377,0.004741110893166942
122402,0.010739,0.00010800000000000001,-1.3908924999999999,7977161,0.2118946732964013
122258,0.705015,0.43,0.14925750000000002,7970150,0.02273242317309359
122060,0.350438,0.0948,0.7415275,7969533,0.11296435597180776
122046,0.10483699999999999,0.009040000000000001,-0.49035249999999997,7968361,0.07469801507877412
122042,0.856043,0.6729999999999999,0.18192,7968389,0.02770853289507512
122011,0.740067,0.48,-0.1127875,7971071,0.017176243408511375
121952,0.36330500000000004,0.102,-0.34331500000000004,7969955,0.05229695168050824
121793,0.9619629999999999,0.8959999999999999,-0.0238125,7970139,0.0036209625049275483
121643,0.608282,0.311,-0.1205125,7966189,0.01835314191910632
121642,0.161773,0.0207,0.8238525,7966183,0.1255065138856885
121601,0.47503199999999995,0.18,0.5451175,7957861,0.08304142568495304
121551,0.493911,0.195,-0.45145749999999996,7958352,0.06877238820892423
121549,0.7967029999999999,0.57,0.1395275,7958396,0.02125006427237012
121536,0.18623199999999998,0.0277,0.62863,7954279,0.09576449841842362
121512,0.009616,8.55e-05,-1.69012,7954729,0.2574817799733008
121506,0.5169,0.215,0.24151999999999998,7961524,0.036788552471962964
121504,0.990504,0.973,-0.0250125,7961483,0.003803781691039384
121457,0.074174,0.00474,-0.7230525,7965681,0.11014970225229428
121441,0.049469,0.0022199999999999998,0.63189,7957715,0.09626115720736075
121391,0.767278,0.521,-0.11771,7963448,0.017926182944874303
121364,0.976403,0.9329999999999999,0.024972499999999998,7955983,0.0037976877181689897
121355,0.60044,0.302,1.0420575,7963817,0.15874989764029945
121340,0.648821,0.36,-0.27686750000000004,7963664,0.04217372012286973
121278,0.925135,0.81,0.031685000000000005,7957205,0.0048203325404820715
121275,0.142849,0.0163,-0.4991,7962792,0.07603069077086852
121274,0.9904200000000001,0.972,-0.0204275,7962794,0.0031052600507704116
121273,0.672027,0.389,-0.19715,7955119,0.030028813065477836
121268,0.59677,0.298,0.4037275,7963009,0.06150075508132597
121260,0.31445,0.0761,-0.6853899999999999,7967624,0.10441184592151344
121256,0.446215,0.156,-0.3177775,7967641,0.048406330876065724
121214,0.34802,0.0933,0.259865,7964285,0.03958340077964766
121130,0.608537,0.311,-0.17608,7956007,0.026818812855997517
121129,0.25212399999999996,0.0504,-0.3245775,7956005,0.0494423062640328
121053,0.770515,0.527,0.12903499999999998,7958211,0.01965153901380475
121006,0.61263,0.316,-0.2302925,7963203,0.035078050461904105
120939,0.24458600000000003,0.0475,0.65699,7953936,0.10008512518353332
120935,0.633933,0.342,0.177315,7965589,0.02700696426837095
120892,0.996293,0.988,-0.0036950000000000004,7954810,0.0005560750244235007
120863,0.23762600000000003,0.0448,0.3839625,7965760,0.05848957073674227
120796,0.563,0.261,0.2033325,7946119,0.03097071274725819
120793,0.704662,0.429,0.20611,7946117,0.03139386298844621
120787,0.493914,0.195,-0.284715,7938076,0.043369281425380254
120776,0.642578,0.35200000000000004,-0.2422525,7946286,0.03690014835015207
120775,0.9685450000000001,0.912,-0.018905,7938181,0.00287330820839102
120586,0.6543220000000001,0.36700000000000005,0.222075,7939965,0.03382611991034243
120534,0.76244,0.512,0.076225,7939087,0.011605971331666378
120526,0.9295760000000001,0.82,-0.06511,7939093,0.009912608620305498
120425,0.651594,0.363,-0.2179,7952022,0.033190061491995
120406,0.9593950000000001,0.889,-0.018965,7944023,0.0028824491676966114
